date,workout_name,workout_type,notes,exercise_name,set_number,reps,weight_kg,rpe
2024-09-15,Push A,push,,Dips,2,8,32.5,8
2024-09-15,Push A,push,,Dips,3,8,32.5,8.5
2024-09-15,Push A,push,,Extension triceps poulie,1,12,44.5,6
2024-09-15,Push A,push,,Extension triceps poulie,2,12,44.5,7
2024-09-15,Push A,push,,Extension triceps poulie,3,10,44.5,8
2024-09-17,Pull A,pull,,Tractions pronation,1,8,22.5,7.5
2024-09-17,Pull A,pull,,Tractions pronation,2,7,22.5,8
2024-09-17,Pull A,pull,,Tractions pronation,3,6,22.5,8.5
2024-09-17,Pull A,pull,,Rowing barre,1,8,82.5,7
2024-09-17,Pull A,pull,,Rowing barre,2,8,82.5,8
2024-09-17,Pull A,pull,,Rowing barre,3,6,82.5,8.5
2024-09-17,Pull A,pull,,Tirage vertical,1,10,77.5,7
2024-09-17,Pull A,pull,,Tirage vertical,2,10,77.5,8
2024-09-17,Pull A,pull,,Tirage vertical,3,8,77.5,8
2024-09-17,Pull A,pull,,Curl barre,1,10,39,7
2024-09-17,Pull A,pull,,Curl barre,2,10,39,8
2024-09-17,Pull A,pull,,Curl barre,3,8,39,8.5
2024-09-19,Legs A,legs,,Squat barre,1,6,112.5,7.5
2024-09-19,Legs A,legs,,Squat barre,2,6,112.5,8
2024-09-19,Legs A,legs,,Squat barre,3,5,112.5,8.5
2024-09-19,Legs A,legs,,Presse à cuisses,1,10,165,7
2024-09-19,Legs A,legs,,Presse à cuisses,2,10,165,8
2024-09-19,Legs A,legs,,Presse à cuisses,3,8,165,8.5
2024-09-19,Legs A,legs,,Leg curl,1,12,62.5,7
2024-09-19,Legs A,legs,,Leg curl,2,10,62.5,8
2024-09-19,Legs A,legs,,Leg curl,3,10,62.5,8.5
2024-09-19,Legs A,legs,,Hip thrust,1,10,125,7
2024-09-19,Legs A,legs,,Hip thrust,2,10,125,8
2024-09-19,Legs A,legs,,Hip thrust,3,8,125,8
2024-09-22,Push B,push,,Développé militaire,1,8,77.5,7
2024-09-22,Push B,push,,Développé militaire,2,8,77.5,8
2024-09-22,Push B,push,,Développé militaire,3,6,77.5,8.5
2024-09-22,Push B,push,,Développé couché haltères,1,10,33,7
2024-09-22,Push B,push,,Développé couché haltères,2,10,33,8
2024-09-22,Push B,push,,Développé couché haltères,3,8,33,8.5
2024-09-22,Push B,push,,Arnold press,1,10,27,7
2024-09-22,Push B,push,,Arnold press,2,10,27,8
2024-09-22,Push B,push,,Arnold press,3,8,27,8
2024-09-22,Push B,push,,Écarté haltères,1,12,23,6
2024-09-22,Push B,push,,Écarté haltères,2,12,23,7
2024-09-22,Push B,push,,Écarté haltères,3,10,23,8
2024-09-24,Pull B,pull,,Soulevé de terre,1,5,155,7.5
2024-09-24,Pull B,pull,,Soulevé de terre,2,5,155,8
2024-09-24,Pull B,pull,,Soulevé de terre,3,4,155,8.5
2024-09-24,Pull B,pull,,Rowing haltère,1,10,44,7
2024-09-24,Pull B,pull,,Rowing haltère,2,10,44,8
2024-09-24,Pull B,pull,,Rowing haltère,3,8,44,8.5
2024-09-24,Pull B,pull,,Tirage horizontal poulie,1,10,72.5,7
2024-09-24,Pull B,pull,,Tirage horizontal poulie,2,10,72.5,8
2024-09-24,Pull B,pull,,Tirage horizontal poulie,3,8,72.5,8
2024-09-24,Pull B,pull,,Curl marteau,1,12,25,7
2024-09-24,Pull B,pull,,Curl marteau,2,10,25,8
2024-09-24,Pull B,pull,,Curl marteau,3,10,25,8.5
2024-09-26,Legs B,legs,,Squat bulgare,1,10,36,7.5
2024-09-26,Legs B,legs,,Squat bulgare,2,8,36,8
2024-09-26,Legs B,legs,,Squat bulgare,3,8,36,8.5
2024-09-26,Legs B,legs,,Soulevé de terre roumain,1,8,92.5,7
2024-09-26,Legs B,legs,,Soulevé de terre roumain,2,8,92.5,8
2024-09-26,Legs B,legs,,Soulevé de terre roumain,3,6,92.5,8.5
2024-09-26,Legs B,legs,,Leg extension,1,15,67.5,7
2024-09-26,Legs B,legs,,Leg extension,2,12,67.5,8
2024-09-26,Legs B,legs,,Leg extension,3,12,67.5,8
2024-09-26,Legs B,legs,,Fentes,1,12,27,7
2024-09-26,Legs B,legs,,Fentes,2,10,27,8
2024-09-26,Legs B,legs,,Fentes,3,10,27,8.5
2024-09-29,Push A,push,,Développé couché barre,1,8,102.5,7
2024-09-29,Push A,push,,Développé couché barre,2,8,102.5,8
2024-09-29,Push A,push,,Développé couché barre,3,6,102.5,8.5
2024-09-29,Push A,push,,Développé incliné haltères,1,10,31,7
2024-09-29,Push A,push,,Développé incliné haltères,2,10,31,8
2024-09-29,Push A,push,,Développé incliné haltères,3,8,31,8.5
2024-09-29,Push A,push,,Dips,1,10,32.5,7
2024-09-29,Push A,push,,Dips,2,8,32.5,8
2024-09-29,Push A,push,,Dips,3,8,32.5,8.5
2024-09-29,Push A,push,,Extension triceps poulie,1,12,44.5,6
2024-09-29,Push A,push,,Extension triceps poulie,2,12,44.5,7
2024-09-29,Push A,push,,Extension triceps poulie,3,10,44.5,8
2024-10-01,Pull A,pull,,Tractions pronation,1,8,22.5,7.5
2024-10-01,Pull A,pull,,Tractions pronation,2,7,22.5,8
2024-10-01,Pull A,pull,,Tractions pronation,3,6,22.5,8.5
2024-10-01,Pull A,pull,,Rowing barre,1,8,82.5,7
2024-10-01,Pull A,pull,,Rowing barre,2,8,82.5,8
2024-10-01,Pull A,pull,,Rowing barre,3,6,82.5,8.5
2024-10-01,Pull A,pull,,Tirage vertical,1,10,77.5,7
2024-10-01,Pull A,pull,,Tirage vertical,2,10,77.5,8
2024-10-01,Pull A,pull,,Tirage vertical,3,8,77.5,8
2024-10-01,Pull A,pull,,Curl barre,1,10,39,7
2024-10-01,Pull A,pull,,Curl barre,2,10,39,8
2024-10-01,Pull A,pull,,Curl barre,3,8,39,8.5
2024-10-03,Legs A,legs,,Squat barre,1,6,112.5,7.5
2024-10-03,Legs A,legs,,Squat barre,2,6,112.5,8
2024-10-03,Legs A,legs,,Squat barre,3,5,112.5,8.5
2024-10-03,Legs A,legs,,Presse à cuisses,1,10,165,7
2024-10-03,Legs A,legs,,Presse à cuisses,2,10,165,8
2024-10-03,Legs A,legs,,Presse à cuisses,3,8,165,8.5
2024-10-03,Legs A,legs,,Leg curl,1,12,62.5,7
2024-10-03,Legs A,legs,,Leg curl,2,10,62.5,8
2024-10-03,Legs A,legs,,Leg curl,3,10,62.5,8.5
2024-10-03,Legs A,legs,,Hip thrust,1,10,125,7
2024-10-03,Legs A,legs,,Hip thrust,2,10,125,8
2024-10-03,Legs A,legs,,Hip thrust,3,8,125,8
2024-10-06,Push B,push,,Développé militaire,1,8,77.5,7
2024-10-06,Push B,push,,Développé militaire,2,8,77.5,8
2024-10-06,Push B,push,,Développé militaire,3,6,77.5,8.5
2024-10-06,Push B,push,,Développé couché haltères,1,10,33,7
2024-10-06,Push B,push,,Développé couché haltères,2,10,33,8
2024-10-06,Push B,push,,Développé couché haltères,3,8,33,8.5
2024-10-06,Push B,push,,Arnold press,1,10,27,7
2024-10-06,Push B,push,,Arnold press,2,10,27,8
2024-10-06,Push B,push,,Arnold press,3,8,27,8
2024-10-06,Push B,push,,Écarté haltères,1,12,23,6
2024-10-06,Push B,push,,Écarté haltères,2,12,23,7
2024-10-06,Push B,push,,Écarté haltères,3,10,23,8
2024-10-08,Pull B,pull,,Soulevé de terre,1,5,155,7.5
2024-10-08,Pull B,pull,,Soulevé de terre,2,5,155,8
2024-10-08,Pull B,pull,,Soulevé de terre,3,4,155,8.5
2024-10-08,Pull B,pull,,Rowing haltère,1,10,44,7
2024-10-08,Pull B,pull,,Rowing haltère,2,10,44,8
2024-10-08,Pull B,pull,,Rowing haltère,3,8,44,8.5
2024-10-08,Pull B,pull,,Tirage horizontal poulie,1,10,72.5,7
2024-10-08,Pull B,pull,,Tirage horizontal poulie,2,10,72.5,8
2024-10-08,Pull B,pull,,Tirage horizontal poulie,3,8,72.5,8
2024-10-08,Pull B,pull,,Curl marteau,1,12,25,7
2024-10-08,Pull B,pull,,Curl marteau,2,10,25,8
2024-10-08,Pull B,pull,,Curl marteau,3,10,25,8.5
2024-10-10,Legs B,legs,,Squat bulgare,1,10,36,7.5
2024-10-10,Legs B,legs,,Squat bulgare,2,8,36,8
2024-10-10,Legs B,legs,,Squat bulgare,3,8,36,8.5
2024-10-10,Legs B,legs,,Soulevé de terre roumain,1,8,92.5,7
2024-10-10,Legs B,legs,,Soulevé de terre roumain,2,8,92.5,8
2024-10-10,Legs B,legs,,Soulevé de terre roumain,3,6,92.5,8.5
2024-10-10,Legs B,legs,,Leg extension,1,15,67.5,7
2024-10-10,Legs B,legs,,Leg extension,2,12,67.5,8
2024-10-10,Legs B,legs,,Leg extension,3,12,67.5,8
2024-10-10,Legs B,legs,,Fentes,1,12,27,7
2024-10-10,Legs B,legs,,Fentes,2,10,27,8
2024-10-10,Legs B,legs,,Fentes,3,10,27,8.5
2024-10-13,Push A,push,,Développé couché barre,1,8,105,7
2024-10-13,Push A,push,,Développé couché barre,2,8,105,8
2024-10-13,Push A,push,,Développé couché barre,3,6,105,8.5
2024-10-13,Push A,push,,Développé incliné haltères,1,10,32,7
2024-10-13,Push A,push,,Développé incliné haltères,2,10,32,8
2024-10-13,Push A,push,,Développé incliné haltères,3,8,32,8.5
2024-10-13,Push A,push,,Dips,1,10,35,7
2024-10-13,Push A,push,,Dips,2,8,35,8
2024-10-13,Push A,push,,Dips,3,8,35,8.5
2024-10-13,Push A,push,,Extension triceps poulie,1,12,47,6
2024-10-13,Push A,push,,Extension triceps poulie,2,12,47,7
2024-10-13,Push A,push,,Extension triceps poulie,3,10,47,8
2024-10-15,Pull A,pull,,Tractions pronation,1,8,25,7.5
2024-10-15,Pull A,pull,,Tractions pronation,2,7,25,8
2024-10-15,Pull A,pull,,Tractions pronation,3,6,25,8.5
2024-10-15,Pull A,pull,,Rowing barre,1,8,85,7
2024-10-15,Pull A,pull,,Rowing barre,2,8,85,8
2024-10-15,Pull A,pull,,Rowing barre,3,6,85,8.5
2024-10-15,Pull A,pull,,Tirage vertical,1,10,80,7
2024-10-15,Pull A,pull,,Tirage vertical,2,10,80,8
2024-10-15,Pull A,pull,,Tirage vertical,3,8,80,8
2024-10-15,Pull A,pull,,Curl barre,1,10,40,7
2024-10-15,Pull A,pull,,Curl barre,2,10,40,8
2024-10-15,Pull A,pull,,Curl barre,3,8,40,8.5
2024-10-17,Legs A,legs,,Squat barre,1,6,115,7.5
2024-10-17,Legs A,legs,,Squat barre,2,6,115,8
2024-10-17,Legs A,legs,,Squat barre,3,5,115,8.5
2024-10-17,Legs A,legs,,Presse à cuisses,1,10,170,7
2024-10-17,Legs A,legs,,Presse à cuisses,2,10,170,8
2024-10-17,Legs A,legs,,Presse à cuisses,3,8,170,8.5
2024-10-17,Legs A,legs,,Leg curl,1,12,65,7
2024-10-17,Legs A,legs,,Leg curl,2,10,65,8
2024-10-17,Legs A,legs,,Leg curl,3,10,65,8.5
2024-10-17,Legs A,legs,,Hip thrust,1,10,130,7
2024-10-17,Legs A,legs,,Hip thrust,2,10,130,8
2024-10-17,Legs A,legs,,Hip thrust,3,8,130,8
2024-10-20,Push B,push,,Développé militaire,1,8,80,7
2024-10-20,Push B,push,,Développé militaire,2,8,80,8
2024-10-20,Push B,push,,Développé militaire,3,6,80,8.5
2024-10-20,Push B,push,,Développé couché haltères,1,10,34,7
2024-10-20,Push B,push,,Développé couché haltères,2,10,34,8
2024-10-20,Push B,push,,Développé couché haltères,3,8,34,8.5
2024-10-20,Push B,push,,Arnold press,1,10,28,7
2024-10-20,Push B,push,,Arnold press,2,10,28,8
2024-10-20,Push B,push,,Arnold press,3,8,28,8
2024-10-20,Push B,push,,Écarté haltères,1,12,24,6
2024-10-20,Push B,push,,Écarté haltères,2,12,24,7
2024-10-20,Push B,push,,Écarté haltères,3,10,24,8
2024-10-22,Pull B,pull,,Soulevé de terre,1,5,160,7.5
2024-10-22,Pull B,pull,,Soulevé de terre,2,5,160,8
2024-10-22,Pull B,pull,,Soulevé de terre,3,4,160,8.5
2024-10-22,Pull B,pull,,Rowing haltère,1,10,46,7
2024-10-22,Pull B,pull,,Rowing haltère,2,10,46,8
2024-10-22,Pull B,pull,,Rowing haltère,3,8,46,8.5
2024-10-22,Pull B,pull,,Tirage horizontal poulie,1,10,75,7
2024-10-22,Pull B,pull,,Tirage horizontal poulie,2,10,75,8
2024-10-22,Pull B,pull,,Tirage horizontal poulie,3,8,75,8
2024-10-22,Pull B,pull,,Curl marteau,1,12,26,7
2024-10-22,Pull B,pull,,Curl marteau,2,10,26,8
2024-10-22,Pull B,pull,,Curl marteau,3,10,26,8.5
2024-10-24,Legs B,legs,,Squat bulgare,1,10,38,7.5
2024-10-24,Legs B,legs,,Squat bulgare,2,8,38,8
2024-10-24,Legs B,legs,,Squat bulgare,3,8,38,8.5
2024-10-24,Legs B,legs,,Soulevé de terre roumain,1,8,95,7
2024-10-24,Legs B,legs,,Soulevé de terre roumain,2,8,95,8
2024-10-24,Legs B,legs,,Soulevé de terre roumain,3,6,95,8.5
2024-10-24,Legs B,legs,,Leg extension,1,15,70,7
2024-10-24,Legs B,legs,,Leg extension,2,12,70,8
2024-10-24,Legs B,legs,,Leg extension,3,12,70,8
2024-10-24,Legs B,legs,,Fentes,1,12,28,7
2024-10-24,Legs B,legs,,Fentes,2,10,28,8
2024-10-24,Legs B,legs,,Fentes,3,10,28,8.5
2024-10-28,Push A,push,,Développé couché barre,1,8,105,7
2024-10-28,Push A,push,,Développé couché barre,2,8,105,8
2024-10-28,Push A,push,,Développé couché barre,3,6,105,8.5
2024-10-28,Push A,push,,Développé incliné haltères,1,10,32,7
2024-10-28,Push A,push,,Développé incliné haltères,2,10,32,8
2024-10-28,Push A,push,,Développé incliné haltères,3,8,32,8.5
2024-10-28,Push A,push,,Dips,1,10,35,7
2024-10-28,Push A,push,,Dips,2,8,35,8
2024-10-28,Push A,push,,Dips,3,8,35,8.5
2024-10-28,Push A,push,,Extension triceps poulie,1,12,47,6
2024-10-28,Push A,push,,Extension triceps poulie,2,12,47,7
2024-10-28,Push A,push,,Extension triceps poulie,3,10,47,8
2024-10-30,Pull A,pull,,Tractions pronation,1,8,25,7.5
2024-10-30,Pull A,pull,,Tractions pronation,2,7,25,8
2024-10-30,Pull A,pull,,Tractions pronation,3,6,25,8.5
2024-10-30,Pull A,pull,,Rowing barre,1,8,85,7
2024-10-30,Pull A,pull,,Rowing barre,2,8,85,8
2024-10-30,Pull A,pull,,Rowing barre,3,6,85,8.5
2024-10-30,Pull A,pull,,Tirage vertical,1,10,80,7
2024-10-30,Pull A,pull,,Tirage vertical,2,10,80,8
2024-10-30,Pull A,pull,,Tirage vertical,3,8,80,8
2024-10-30,Pull A,pull,,Curl barre,1,10,40,7
2024-10-30,Pull A,pull,,Curl barre,2,10,40,8
2024-10-30,Pull A,pull,,Curl barre,3,8,40,8.5
2024-11-01,Legs A,legs,,Squat barre,1,6,115,7.5
2024-11-01,Legs A,legs,,Squat barre,2,6,115,8
2024-11-01,Legs A,legs,,Squat barre,3,5,115,8.5
2024-11-01,Legs A,legs,,Presse à cuisses,1,10,170,7
2024-11-01,Legs A,legs,,Presse à cuisses,2,10,170,8
2024-11-01,Legs A,legs,,Presse à cuisses,3,8,170,8.5
2024-11-01,Legs A,legs,,Leg curl,1,12,65,7
2024-11-01,Legs A,legs,,Leg curl,2,10,65,8
2024-11-01,Legs A,legs,,Leg curl,3,10,65,8.5
2024-11-01,Legs A,legs,,Hip thrust,1,10,130,7
2024-11-01,Legs A,legs,,Hip thrust,2,10,130,8
2024-11-01,Legs A,legs,,Hip thrust,3,8,130,8
2024-11-04,Push B,push,,Développé militaire,1,8,80,7
2024-11-04,Push B,push,,Développé militaire,2,8,80,8
2024-11-04,Push B,push,,Développé militaire,3,6,80,8.5
2024-11-04,Push B,push,,Développé couché haltères,1,10,34,7
2024-11-04,Push B,push,,Développé couché haltères,2,10,34,8
2024-11-04,Push B,push,,Développé couché haltères,3,8,34,8.5
2024-11-04,Push B,push,,Arnold press,1,10,28,7
2024-11-04,Push B,push,,Arnold press,2,10,28,8
2024-11-04,Push B,push,,Arnold press,3,8,28,8
2024-11-04,Push B,push,,Écarté haltères,1,12,24,6
2024-11-04,Push B,push,,Écarté haltères,2,12,24,7
2024-11-04,Push B,push,,Écarté haltères,3,10,24,8
2024-11-06,Pull B,pull,,Soulevé de terre,1,5,160,7.5
2024-11-06,Pull B,pull,,Soulevé de terre,2,5,160,8
2024-11-06,Pull B,pull,,Soulevé de terre,3,4,160,8.5
2024-11-06,Pull B,pull,,Rowing haltère,1,10,46,7
2024-11-06,Pull B,pull,,Rowing haltère,2,10,46,8
2024-11-06,Pull B,pull,,Rowing haltère,3,8,46,8.5
2024-11-06,Pull B,pull,,Tirage horizontal poulie,1,10,75,7
2024-11-06,Pull B,pull,,Tirage horizontal poulie,2,10,75,8
2024-11-06,Pull B,pull,,Tirage horizontal poulie,3,8,75,8
2024-11-06,Pull B,pull,,Curl marteau,1,12,26,7
2024-11-06,Pull B,pull,,Curl marteau,2,10,26,8
2024-11-06,Pull B,pull,,Curl marteau,3,10,26,8.5
2024-11-08,Legs B,legs,,Squat bulgare,1,10,38,7.5
2024-11-08,Legs B,legs,,Squat bulgare,2,8,38,8
2024-11-08,Legs B,legs,,Squat bulgare,3,8,38,8.5
2024-11-08,Legs B,legs,,Soulevé de terre roumain,1,8,95,7
2024-11-08,Legs B,legs,,Soulevé de terre roumain,2,8,95,8
2024-11-08,Legs B,legs,,Soulevé de terre roumain,3,6,95,8.5
2024-11-08,Legs B,legs,,Leg extension,1,15,70,7
2024-11-08,Legs B,legs,,Leg extension,2,12,70,8
2024-11-08,Legs B,legs,,Leg extension,3,12,70,8
2024-11-08,Legs B,legs,,Fentes,1,12,28,7
2024-11-08,Legs B,legs,,Fentes,2,10,28,8
2024-11-08,Legs B,legs,,Fentes,3,10,28,8.5
2024-11-11,Push A,push,,Développé couché barre,1,8,107.5,7
2024-11-11,Push A,push,,Développé couché barre,2,8,107.5,8
2024-11-11,Push A,push,,Développé couché barre,3,6,107.5,8.5
2024-11-11,Push A,push,,Développé incliné haltères,1,10,33,7
2024-11-11,Push A,push,,Développé incliné haltères,2,10,33,8
2024-11-11,Push A,push,,Développé incliné haltères,3,8,33,8.5
2024-11-11,Push A,push,,Dips,1,10,37.5,7
2024-11-11,Push A,push,,Dips,2,8,37.5,8
2024-11-11,Push A,push,,Dips,3,8,37.5,8.5
2024-11-11,Push A,push,,Extension triceps poulie,1,12,49.5,6
2024-11-11,Push A,push,,Extension triceps poulie,2,12,49.5,7
2024-11-11,Push A,push,,Extension triceps poulie,3,10,49.5,8
2024-11-13,Pull A,pull,,Tractions pronation,1,8,27.5,7.5
2024-11-13,Pull A,pull,,Tractions pronation,2,7,27.5,8
2024-11-13,Pull A,pull,,Tractions pronation,3,6,27.5,8.5
2024-11-13,Pull A,pull,,Rowing barre,1,8,87.5,7
2024-11-13,Pull A,pull,,Rowing barre,2,8,87.5,8
2024-11-13,Pull A,pull,,Rowing barre,3,6,87.5,8.5
2024-11-13,Pull A,pull,,Tirage vertical,1,10,82.5,7
2024-11-13,Pull A,pull,,Tirage vertical,2,10,82.5,8
2024-11-13,Pull A,pull,,Tirage vertical,3,8,82.5,8
2024-11-13,Pull A,pull,,Curl barre,1,10,41,7
2024-11-13,Pull A,pull,,Curl barre,2,10,41,8
2024-11-13,Pull A,pull,,Curl barre,3,8,41,8.5
2024-11-15,Legs A,legs,,Squat barre,1,6,117.5,7.5
2024-11-15,Legs A,legs,,Squat barre,2,6,117.5,8
2024-11-15,Legs A,legs,,Squat barre,3,5,117.5,8.5
2024-11-15,Legs A,legs,,Presse à cuisses,1,10,175,7
2024-11-15,Legs A,legs,,Presse à cuisses,2,10,175,8
2024-11-15,Legs A,legs,,Presse à cuisses,3,8,175,8.5
2024-11-15,Legs A,legs,,Leg curl,1,12,67.5,7
2024-11-15,Legs A,legs,,Leg curl,2,10,67.5,8
2024-11-15,Legs A,legs,,Leg curl,3,10,67.5,8.5
2024-11-15,Legs A,legs,,Hip thrust,1,10,135,7
2024-11-15,Legs A,legs,,Hip thrust,2,10,135,8
2024-11-15,Legs A,legs,,Hip thrust,3,8,135,8
2024-11-18,Push B,push,,Développé militaire,1,8,82.5,7
2024-11-18,Push B,push,,Développé militaire,2,8,82.5,8
2024-11-18,Push B,push,,Développé militaire,3,6,82.5,8.5
2024-11-18,Push B,push,,Développé couché haltères,1,10,35,7
2024-11-18,Push B,push,,Développé couché haltères,2,10,35,8
2024-11-18,Push B,push,,Développé couché haltères,3,8,35,8.5
2024-11-18,Push B,push,,Arnold press,1,10,29,7
2024-11-18,Push B,push,,Arnold press,2,10,29,8
2024-11-18,Push B,push,,Arnold press,3,8,29,8
2024-11-18,Push B,push,,Écarté haltères,1,12,25,6
2024-11-18,Push B,push,,Écarté haltères,2,12,25,7
2024-11-18,Push B,push,,Écarté haltères,3,10,25,8
2024-11-20,Pull B,pull,,Soulevé de terre,1,5,165,7.5
2024-11-20,Pull B,pull,,Soulevé de terre,2,5,165,8
2024-11-20,Pull B,pull,,Soulevé de terre,3,4,165,8.5
2024-11-20,Pull B,pull,,Rowing haltère,1,10,48,7
2024-11-20,Pull B,pull,,Rowing haltère,2,10,48,8
2024-11-20,Pull B,pull,,Rowing haltère,3,8,48,8.5
2024-11-20,Pull B,pull,,Tirage horizontal poulie,1,10,77.5,7
2024-11-20,Pull B,pull,,Tirage horizontal poulie,2,10,77.5,8
2024-11-20,Pull B,pull,,Tirage horizontal poulie,3,8,77.5,8
2024-11-20,Pull B,pull,,Curl marteau,1,12,27,7
2024-11-20,Pull B,pull,,Curl marteau,2,10,27,8
2024-11-20,Pull B,pull,,Curl marteau,3,10,27,8.5
2024-11-22,Legs B,legs,,Squat bulgare,1,10,40,7.5
2024-11-22,Legs B,legs,,Squat bulgare,2,8,40,8
2024-11-22,Legs B,legs,,Squat bulgare,3,8,40,8.5
2024-11-22,Legs B,legs,,Soulevé de terre roumain,1,8,97.5,7
2024-11-22,Legs B,legs,,Soulevé de terre roumain,2,8,97.5,8
2024-11-22,Legs B,legs,,Soulevé de terre roumain,3,6,97.5,8.5
2024-11-22,Legs B,legs,,Leg extension,1,15,72.5,7
2024-11-22,Legs B,legs,,Leg extension,2,12,72.5,8
2024-11-22,Legs B,legs,,Leg extension,3,12,72.5,8
2024-11-22,Legs B,legs,,Fentes,1,12,29,7
2024-11-22,Legs B,legs,,Fentes,2,10,29,8
2024-11-22,Legs B,legs,,Fentes,3,10,29,8.5
2024-11-25,Push A,push,,Développé couché barre,1,8,107.5,7
2024-11-25,Push A,push,,Développé couché barre,2,8,107.5,8
2024-11-25,Push A,push,,Développé couché barre,3,6,107.5,8.5
2024-11-25,Push A,push,,Développé incliné haltères,1,10,33,7
2024-11-25,Push A,push,,Développé incliné haltères,2,10,33,8
2024-11-25,Push A,push,,Développé incliné haltères,3,8,33,8.5
2024-11-25,Push A,push,,Dips,1,10,37.5,7
2024-11-25,Push A,push,,Dips,2,8,37.5,8
2024-11-25,Push A,push,,Dips,3,8,37.5,8.5
2024-11-25,Push A,push,,Extension triceps poulie,1,12,49.5,6
2024-11-25,Push A,push,,Extension triceps poulie,2,12,49.5,7
2024-11-25,Push A,push,,Extension triceps poulie,3,10,49.5,8
2024-11-27,Pull A,pull,,Tractions pronation,1,8,27.5,7.5
2024-11-27,Pull A,pull,,Tractions pronation,2,7,27.5,8
2024-11-27,Pull A,pull,,Tractions pronation,3,6,27.5,8.5
2024-11-27,Pull A,pull,,Rowing barre,1,8,87.5,7
2024-11-27,Pull A,pull,,Rowing barre,2,8,87.5,8
2024-11-27,Pull A,pull,,Rowing barre,3,6,87.5,8.5
2024-11-27,Pull A,pull,,Tirage vertical,1,10,82.5,7
2024-11-27,Pull A,pull,,Tirage vertical,2,10,82.5,8
2024-11-27,Pull A,pull,,Tirage vertical,3,8,82.5,8
2024-11-27,Pull A,pull,,Curl barre,1,10,41,7
2024-11-27,Pull A,pull,,Curl barre,2,10,41,8
2024-11-27,Pull A,pull,,Curl barre,3,8,41,8.5
2024-11-29,Legs A,legs,,Squat barre,1,6,117.5,7.5
2024-11-29,Legs A,legs,,Squat barre,2,6,117.5,8
2024-11-29,Legs A,legs,,Squat barre,3,5,117.5,8.5
2024-11-29,Legs A,legs,,Presse à cuisses,1,10,175,7
2024-11-29,Legs A,legs,,Presse à cuisses,2,10,175,8
2024-11-29,Legs A,legs,,Presse à cuisses,3,8,175,8.5
2024-11-29,Legs A,legs,,Leg curl,1,12,67.5,7
2024-11-29,Legs A,legs,,Leg curl,2,10,67.5,8
2024-11-29,Legs A,legs,,Leg curl,3,10,67.5,8.5
2024-11-29,Legs A,legs,,Hip thrust,1,10,135,7
2024-11-29,Legs A,legs,,Hip thrust,2,10,135,8
2024-11-29,Legs A,legs,,Hip thrust,3,8,135,8
2024-12-02,Push B,push,,Développé militaire,1,8,82.5,7
2024-12-02,Push B,push,,Développé militaire,2,8,82.5,8
2024-12-02,Push B,push,,Développé militaire,3,6,82.5,8.5
2024-12-02,Push B,push,,Développé couché haltères,1,10,35,7
2024-12-02,Push B,push,,Développé couché haltères,2,10,35,8
2024-12-02,Push B,push,,Développé couché haltères,3,8,35,8.5
2024-12-02,Push B,push,,Arnold press,1,10,29,7
2024-12-02,Push B,push,,Arnold press,2,10,29,8
2024-12-02,Push B,push,,Arnold press,3,8,29,8
2024-12-02,Push B,push,,Écarté haltères,1,12,25,6
2024-12-02,Push B,push,,Écarté haltères,2,12,25,7
2024-12-02,Push B,push,,Écarté haltères,3,10,25,8
2024-12-04,Pull B,pull,,Soulevé de terre,1,5,165,7.5
2024-12-04,Pull B,pull,,Soulevé de terre,2,5,165,8
2024-12-04,Pull B,pull,,Soulevé de terre,3,4,165,8.5
2024-12-04,Pull B,pull,,Rowing haltère,1,10,48,7
2024-12-04,Pull B,pull,,Rowing haltère,2,10,48,8
2024-12-04,Pull B,pull,,Rowing haltère,3,8,48,8.5
2024-12-04,Pull B,pull,,Tirage horizontal poulie,1,10,77.5,7
2024-12-04,Pull B,pull,,Tirage horizontal poulie,2,10,77.5,8
2024-12-04,Pull B,pull,,Tirage horizontal poulie,3,8,77.5,8
2024-12-04,Pull B,pull,,Curl marteau,1,12,27,7
2024-12-04,Pull B,pull,,Curl marteau,2,10,27,8
2024-12-04,Pull B,pull,,Curl marteau,3,10,27,8.5
2024-12-06,Legs B,legs,,Squat bulgare,1,10,40,7.5
2024-12-06,Legs B,legs,,Squat bulgare,2,8,40,8
2024-12-06,Legs B,legs,,Squat bulgare,3,8,40,8.5
2024-12-06,Legs B,legs,,Soulevé de terre roumain,1,8,97.5,7
2024-12-06,Legs B,legs,,Soulevé de terre roumain,2,8,97.5,8
2024-12-06,Legs B,legs,,Soulevé de terre roumain,3,6,97.5,8.5
2024-12-06,Legs B,legs,,Leg extension,1,15,72.5,7
2024-12-06,Legs B,legs,,Leg extension,2,12,72.5,8
2024-12-06,Legs B,legs,,Leg extension,3,12,72.5,8
2024-12-06,Legs B,legs,,Fentes,1,12,29,7
2024-12-06,Legs B,legs,,Fentes,2,10,29,8
2024-12-06,Legs B,legs,,Fentes,3,10,29,8.5
2024-12-09,Push A,push,,Développé couché barre,1,8,110,7
2024-12-09,Push A,push,,Développé couché barre,2,8,110,8
2024-12-09,Push A,push,,Développé couché barre,3,6,110,8.5
2024-12-09,Push A,push,,Développé incliné haltères,1,10,34,7
2024-12-09,Push A,push,,Développé incliné haltères,2,10,34,8
2024-12-09,Push A,push,,Développé incliné haltères,3,8,34,8.5
2024-12-09,Push A,push,,Dips,1,10,40,7
